weighted_error, threshold, feature, weight_alpha
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.520947176684898094e-01,-1.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
6.065573770491810013e-01,-7.777779999999999694e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.646630236794168978e-01,-5.555560000000000498e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
5.191256830601080896e-01,-3.333329999999999904e-01,-3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.918032786885230823e-01,-1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.590163934426217396e-01,1.111109999999999598e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.426229508196710682e-01,3.333330000000001014e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.353369763205818810e-01,5.555560000000001608e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.171220400728589128e-01,7.777780000000000804e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.171220400728589128e-01,7.777780000000000804e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.171220400728589128e-01,7.777780000000000804e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.171220400728589128e-01,7.777780000000000804e-01,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.134790528233143192e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
